City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
563,Ranau,MY,69.33,overcast clouds,5.9538,116.6641,The Second Room
566,Vestmannaeyjar,IS,50.79,broken clouds,63.4427,-20.2734,Glamping & Camping
568,Gogapur,IN,75.24,broken clouds,23.55,75.5167,विशाल देवडा
569,Zile,TR,59.97,clear sky,40.3031,35.8864,Zile Öğretmen evi
571,Biloela,AU,56.88,overcast clouds,-24.4167,150.5,Silo Motor Inn Biloela
572,Aquiraz,BR,79.18,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
573,Maiduguri,NG,72.43,overcast clouds,11.8464,13.1603,Kagel Mari Police Station
577,Batouri,CM,66.31,broken clouds,4.4333,14.3667,Hotel Hollywood
578,Yangcun,CN,76.98,few clouds,39.3639,117.0603,Hanting Express Tianjin Wuqing Jingjin Road
580,Camopi,GF,73.4,broken clouds,3.1655,-52.3158,La pousada
582,Neryungri,RU,63.64,few clouds,56.6709,124.6491,Pyat' Zvozd
583,Fort Nelson,CA,69.24,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
584,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
587,Micheldorf,AT,59.13,few clouds,46.9222,14.4405,HOTEL VILLA BUCHER
588,Mahajanga,MG,72.66,few clouds,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
591,Zhigansk,RU,65.5,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
592,Ballina,AU,52.02,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
593,Wewak,PG,79.11,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
596,Souillac,MU,68.38,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
599,Chenzhou,CN,74.62,scattered clouds,25.8,113.0333,Thank Inn Chain Hotel hunan chenzhou beihu district wuling square
601,Shelburne,CA,74.3,clear sky,44.0787,-80.2041,The Retreat at the Farm
602,Zhicheng,CN,75.25,clear sky,30.2956,111.5047,Wangjiang Building
604,Havoysund,NO,50.23,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
605,Klyuchi,RU,64.56,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
606,Tual,ID,79.11,broken clouds,-5.6667,132.75,Grand Vilia Hotel
607,Salaspils,LV,56.84,broken clouds,56.8601,24.3654,DHB
608,Numaran,MX,75.45,overcast clouds,20.25,-101.9333,La Conquista La Piedad
609,Ponerihouen,NC,69.12,overcast clouds,-21.0833,165.4,Camping de Tiakan
610,Malakal,SS,72.19,light rain,9.5334,31.6605,Nile Palace Hotel
611,Diego De Almagro,CL,63.82,few clouds,-26.3667,-70.05,hotel luna del desierto
613,Amazar,RU,61.61,light rain,53.858,120.875,Гостиничный Комплекс Уют
615,Muisne,EC,75.83,overcast clouds,0.6,-80.0333,Quinta Samay
617,Belyy Yar,RU,62.49,light rain,53.6039,91.3903,Pasportnyy Stol
620,Barao De Melgaco,BR,77.36,clear sky,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
621,Xianshuigu,CN,77.0,mist,38.985,117.3828,Guangchuan Hotel
625,Komsomolskiy,UZ,78.1,overcast clouds,40.4272,71.7189,Ikathouse
628,Yuxia,CN,75.47,clear sky,34.0615,108.6291,Shanchengxuan Hotel
631,Buturlino,RU,58.08,broken clouds,55.5667,44.8974,Zolotaya Korona
632,Toro,CO,74.86,overcast clouds,4.6117,-76.0814,"Finca La María Toro, Valle del Cauca"
633,Tostedt,DE,65.14,overcast clouds,53.2833,9.7167,Hotel & Restaurant Zum Meierhof
634,Boyolangu,ID,73.18,overcast clouds,-8.1181,111.8935,Yos ega cv
635,Kvarkeno,RU,63.99,overcast clouds,52.0833,59.725,"Ooo ""Kvarkeno"""
638,Cansancao,BR,75.42,clear sky,-10.6672,-39.4992,MIGUEL
639,Vesele,UA,70.9,clear sky,47.0148,34.915,"Остановка ""гостиница"""
640,Inongo,CD,73.29,broken clouds,-1.95,18.2667,Hotel Du Lac
641,Osakarovka,KZ,58.75,overcast clouds,50.565,72.5692,Motel' Osakarovka
642,Anadyr,RU,55.0,overcast clouds,64.75,177.4833,Отке17.ру — жильё для командированных
644,Thanh Hoa,VN,79.93,overcast clouds,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
647,Kochevo,RU,58.17,few clouds,59.5994,54.3125,Hotel/Гостиница
648,Atambua,ID,70.81,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
650,Plouzane,FR,64.45,overcast clouds,48.3833,-4.6167,Lymina
651,Ca Mau,VN,77.77,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
652,Kasempa,ZM,58.55,clear sky,-13.4584,25.8338,Lolelunga Forest Reserve
657,Kununurra,AU,51.78,few clouds,-15.7667,128.7333,Hotel Kununurra
658,Moengo,SR,75.94,scattered clouds,5.6167,-54.4,Masanga
660,Santiago De Cao,PE,62.73,fog,-7.9589,-79.2392,Casa de la tía
661,Saint-Francois,FR,67.44,clear sky,46.4154,3.9054,Manoir Du Bonheur
662,Brae,GB,52.68,scattered clouds,60.3964,-1.353,Busta House Hotel
663,Rodos,GR,78.46,clear sky,36.4408,28.2225,Spirit of the Knights Boutique Hotel
664,Takab,IR,72.0,scattered clouds,36.4009,47.1133,نانوایی جواد
665,San,ML,79.52,broken clouds,13.3034,-4.8956,Hôtel Teriya
667,Port Augusta,AU,57.65,light rain,-32.5,137.7667,Majestic Oasis Apartments
668,Poninka,UA,66.54,overcast clouds,50.1849,27.5363,T.m.p.
671,Xacmaz,AZ,73.38,overcast clouds,41.4635,48.806,Ulduz Hotel
672,Tornio,FI,53.62,overcast clouds,65.8481,24.1466,Park Hotel Tornio
674,Suleja,NG,70.65,light rain,9.1758,7.1808,Capy Motel
677,Santiago Del Estero,AR,69.78,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
678,Leningradskiy,RU,50.56,broken clouds,69.3833,178.4167,Gostinitsa
679,Helong,CN,72.79,overcast clouds,42.5397,128.9972,Helong Hotel
680,Sechura,PE,71.51,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
681,Cuamba,MZ,63.05,clear sky,-14.8031,36.5372,Hotel Vision
682,Santa Vitoria Do Palmar,BR,50.7,clear sky,-33.5189,-53.3681,Hostel Comodoro
683,Sortino,IT,78.76,clear sky,37.1566,15.026,casa nonna Gisaria
684,Gurupa,BR,76.15,moderate rain,-1.405,-51.64,Hotel Vitória
685,Los Llanos De Aridane,ES,69.55,overcast clouds,28.6585,-17.9182,Valle Aridane
686,Muros,ES,72.09,clear sky,42.7762,-9.0603,Apartment Av. Castelao
689,Outlook,CA,71.24,overcast clouds,51.5001,-107.0513,Red Wheel Motel
690,Kalmunai,LK,78.22,overcast clouds,7.4167,81.8167,VS Villa
691,Santana Do Acarau,BR,76.91,overcast clouds,-3.4606,-40.2122,Pousada 5 de Julho
